# corpus prefix stripped from every path: /nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/
# F	<file>	<verdict>	<give-up detail>
# C	<file>	<repeat count>	<DTRES-CENSUS line>
C	UFDTLIRA/20200306-Kanig/spark2014bench/QC11-016__for_of_cntex__a-cfdlli.ads_1422_23_lists.ads_4_1_precondition___00.smt2	2	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/QC11-016__for_of_cntex__a-cfdlli.ads_1422_23_lists.ads_4_1_precondition___00.smt2	2	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=3 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/QC11-016__for_of_cntex__a-cfdlli.ads_1422_23_lists.ads_4_1_precondition___00.smt2	4	DTRES-CENSUS narrow_sites=4 wide_sites=4 narrow_pairs=1 wide_pairs=1 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=3 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/QC11-016__for_of_cntex__a-cfdlli.ads_1422_23_lists.ads_4_1_precondition___00.smt2	4	DTRES-CENSUS narrow_sites=4 wide_sites=4 narrow_pairs=1 wide_pairs=1 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/QC11-016__for_of_cntex__a-cfdlli.ads_1422_23_lists.ads_4_1_precondition___00.smt2	2	DTRES-CENSUS narrow_sites=8 wide_sites=8 narrow_pairs=7 wide_pairs=7 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=8 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/QC21-016__flow_race__p.adb_7_28_assert___00.smt2	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms
F	UFDTLIRA/20200306-Kanig/spark2014bench/R322-036__external__c.adb_7_22_assert___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #68 has sort (Uninterpreted 1) that the pure-Rust BV backend cannot bit-blast
F	UFDTLIRA/20200306-Kanig/spark2014bench/R423-012__dead_code__dead_code.adb_9_7_dead_code___00.smt2	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_05664c_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	none
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_05664c_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	3	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=2 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_11e36a_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_11e36a_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_11e36a_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=13 wide_sites=14 narrow_pairs=38 wide_pairs=38 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=13 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_11e36a_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	10	DTRES-CENSUS narrow_sites=5 wide_sites=6 narrow_pairs=4 wide_pairs=4 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=5 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_214acf_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_214acf_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_214acf_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=11 wide_sites=12 narrow_pairs=36 wide_pairs=36 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=11 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_214acf_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	8	DTRES-CENSUS narrow_sites=2 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=2 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_214acf_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=44 wide_sites=45 narrow_pairs=421 wide_pairs=421 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=44 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_360c00_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_360c00_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_360c00_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=29 wide_sites=30 narrow_pairs=173 wide_pairs=173 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=29 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_360c00_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	10	DTRES-CENSUS narrow_sites=7 wide_sites=8 narrow_pairs=10 wide_pairs=10 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=7 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_45f7a1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_45f7a1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=11 wide_sites=11 narrow_pairs=20 wide_pairs=20 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=11 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_45f7a1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=18 wide_sites=18 narrow_pairs=69 wide_pairs=69 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=18 ctor_inexact=0 apply_exact=1 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_45f7a1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	6	DTRES-CENSUS narrow_sites=4 wide_sites=4 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=4 ctor_inexact=0 apply_exact=1 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_45f7a1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	2	DTRES-CENSUS narrow_sites=62 wide_sites=62 narrow_pairs=661 wide_pairs=661 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=62 ctor_inexact=0 apply_exact=1 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_45f7a1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	2	DTRES-CENSUS narrow_sites=97 wide_sites=97 narrow_pairs=1361 wide_pairs=1361 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=10 sym_inexact=0 ctor_exact=87 ctor_inexact=0 apply_exact=6 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_52f2a0_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_52f2a0_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_52f2a0_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=12 wide_sites=13 narrow_pairs=37 wide_pairs=37 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=12 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_52f2a0_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	8	DTRES-CENSUS narrow_sites=3 wide_sites=4 narrow_pairs=1 wide_pairs=1 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=3 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_52f2a0_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=45 wide_sites=46 narrow_pairs=437 wide_pairs=437 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=45 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_612665_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_612665_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_612665_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=13 wide_sites=14 narrow_pairs=39 wide_pairs=39 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=13 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_612665_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=39 wide_sites=40 narrow_pairs=323 wide_pairs=323 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=39 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_612665_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	6	DTRES-CENSUS narrow_sites=7 wide_sites=8 narrow_pairs=9 wide_pairs=9 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=7 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_6fdb94_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_6fdb94_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_6fdb94_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=13 wide_sites=14 narrow_pairs=38 wide_pairs=38 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=13 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_6fdb94_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	10	DTRES-CENSUS narrow_sites=5 wide_sites=6 narrow_pairs=4 wide_pairs=4 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=5 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_7d0be2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_7d0be2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_7d0be2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	2	DTRES-CENSUS narrow_sites=2 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=2 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_7d0be2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	8	DTRES-CENSUS narrow_sites=4 wide_sites=5 narrow_pairs=2 wide_pairs=2 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=4 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_8b746e_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	none
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_8b746e_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	7	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_9c81cc_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_9c81cc_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_9c81cc_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=11 wide_sites=12 narrow_pairs=29 wide_pairs=29 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=11 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_9c81cc_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=37 wide_sites=38 narrow_pairs=289 wide_pairs=289 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=37 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_9c81cc_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	6	DTRES-CENSUS narrow_sites=5 wide_sites=6 narrow_pairs=4 wide_pairs=4 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=5 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_a86be8_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_a86be8_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_a86be8_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=31 wide_sites=32 narrow_pairs=199 wide_pairs=199 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=31 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_a86be8_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	10	DTRES-CENSUS narrow_sites=9 wide_sites=10 narrow_pairs=16 wide_pairs=16 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=9 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_bc0462_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_bc0462_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_bc0462_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=13 wide_sites=14 narrow_pairs=46 wide_pairs=46 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=13 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_bc0462_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	8	DTRES-CENSUS narrow_sites=4 wide_sites=5 narrow_pairs=2 wide_pairs=2 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=4 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_bc0462_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=43 wide_sites=44 narrow_pairs=397 wide_pairs=397 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=43 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_cae2e1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)
