id	crate	file	line	test	generator	iterations	box	property	counterexample_class	concrete_instance	reachable	reason	method	notes	disposition
R049	axeyum-bv	crates/axeyum-bv/src/lib.rs	4710	range_demand_applies_to_profitable_register_slice	seed-list	4	x:BV64 in [0, 0x5a, 0x15a, u64::MAX]	range-demanded lowering == evaluator with the pinned bit statistics	bits outside the demanded range set	0x15a; u64::MAX	yes	in the list	read		n/a
R050	axeyum-bv	crates/axeyum-bv/src/lib.rs	4795	range_demand_matches_dense_planner_on_structural_dag	sweep	256*2 = 512	x in 0..256 (BV8); p in [false,true]; sign_ext(4)/rotate_right(3)/ite/extract(2,0)/extract(11,9)	range-demanded lowering == dense demanded lowering on every input	x with the sign bit set (sign_ext fills the high slice) and the rotate moving low bits into the high demanded slice	x=0x80..0xff	yes	x sweeps the whole BV8 domain	read		n/a
R051	axeyum-bv	crates/axeyum-bv/src/lib.rs	5055	signed_division_matches_ground_evaluator	sweep	4+16+64+256+1024 = 1364	width in [1,2,3,4,5]; x,y in 0..2^width	lowered sdiv/srem/smod == evaluator	INT_MIN / -1 and division by zero (SMT-LIB totality)	width=5 x=16 y=31; y=0	yes	exhaustive at each width	read	widths <= 5 only; a limb/word boundary defect (w=64/65/128) in a bit-level restoring divider has no distinguished structure, so the small sweep is representative	n/a
R052	axeyum-bv	crates/axeyum-bv/src/lib.rs	5094	unsigned_division_matches_ground_evaluator	sweep	1364	width in [1,2,3,4,5]; x,y in 0..2^width; plus x udiv/urem constant 3 (masked)	lowered udiv/urem == evaluator incl. divide-by-symbol, by-constant and totality	divisor zero (all-ones quotient, dividend remainder) and a constant divisor that masks to 1 or 3	y=0; width=1 (3 & 1 = 1)	yes	y sweeps 0; width 1 masks the constant to 1	read		n/a
R053	axeyum-bv	crates/axeyum-bv/src/lib.rs	5135	multiplication_matches_ground_evaluator	sweep	4+16+64+256+1024+4096+16384 = 21844	width in 1..=7; x,y in 0..2^width; roots x*y, x*x, x*3	lowered shift-and-add multiplier == evaluator incl. squaring and a constant operand	wrapping partial products (x*y >= 2^w) and odd widths where the last partial product straddles the top bit	width=7 x=127 y=127	yes	exhaustive per width incl. odd widths	read		n/a
R054	axeyum-cas	crates/axeyum-cas/src/chartable.rs	1174	a_primitive_root_of_unity_satisfies_its_own_minimal_polynomial	sweep	12	m in 1..=12	zeta_m^m == 1 in the cyclotomic representation	non-squarefree conductors (4, 8, 9, 12) where the reduced basis differs	m=8; m=12	yes	in range	read		n/a
R055	axeyum-cas	crates/axeyum-cas/src/combinatorics.rs	632	lah_triangle	sweep	8	n in 1..=8	L(n,1)=n!, L(n,n)=1, out-of-range 0	n past the i128 overflow point (must return None, never a wrapped value)	n = 34 (34! > i128::MAX)	no	the literal upper bound (8 or 10) keeps every value far below 2^63	derived		structural-open
R056	axeyum-cas	crates/axeyum-cas/src/combinatorics.rs	652	narayana_triangle	sweep	55	n in 1..=10; k in 1..=n	row sums to Catalan(n); N(n,k) = N(n,n+1-k)	n past the i128 overflow point (must return None, never a wrapped value)	n = 34 (34! > i128::MAX)	no	the literal upper bound (8 or 10) keeps every value far below 2^63	derived		structural-open
R057	axeyum-cas	crates/axeyum-cas/src/combinatorics.rs	678	eulerian_triangle	sweep	36	n in 1..=8; k in 0..n	row sums to n!; A(n,k) = A(n,n-1-k)	n past the i128 overflow point (must return None, never a wrapped value)	n = 34 (34! > i128::MAX)	no	the literal upper bound (8 or 10) keeps every value far below 2^63	derived		structural-open
R058	axeyum-cas	crates/axeyum-cas/src/enclosure.rs	2397	big_interval_operations_enclose_sampled_points	sweep	12 x 6 = 72 candidate points (filtered to those inside a, b)	a = [-3/2, 5/4] (fixed, straddles 0); b = [1/3, 2] (fixed, positive); x = i/4 for i in -6..=5; y = j/3 for j in 1..=6	add/sub/mul/div/pow(2)/pow(3)/negate of BigInterval contain the pointwise results	BOTH operands straddling zero in mul (the four-corner rule must take the cross-sign product) and division by a strictly NEGATIVE interval	a=[-3/2,5/4] times [-1,2] at x=-3/2 y=-1 (product 3/2); a / [-2,-1]	no	b is the literal [1/3, 2]: it never straddles zero and is never negative, so every mul is (straddling x positive) and every div has a positive divisor	derived	even-power of a straddling interval IS covered (pow(2) of a); division by a straddling interval is a separate example (returns None)	structural-open
R059	axeyum-cas	crates/axeyum-cas/src/enclosure.rs	2435	pi_meets_its_width_bound_and_the_cited_digits	seed-list	4 precisions (+1 fixed digit check at 130)	precision in [10, 50, 100, 200]; cited 30 digits compared only at precision 130	enclosure width <= 2^-precision and verify() succeeds; at precision 130 the interval lies inside the cited 30-digit band	an enclosure that meets the width bound and self-verifies but EXCLUDES the true constant at one of the swept precisions (a wrong low-order term)	precision 10 (order 4 terms) with the true value outside the interval	no	the digit oracle is applied at the single literal precision 130; over the box [10,50,100,200] only the width bound and the self-check (same code path) are asserted, so a value error at a low order that the higher order happens not to share is undetectable	derived	the width bound is enforced by the doubling loop by construction (it is a stopping condition, not an independent check)	structural-open
R060	axeyum-cas	crates/axeyum-cas/src/enclosure.rs	2454	e_meets_its_width_bound_and_the_cited_digits	seed-list	4 precisions (+1 fixed digit check at 130)	precision in [10, 50, 100, 200]; cited 30 digits compared only at precision 130	enclosure width <= 2^-precision and verify() succeeds; at precision 130 the interval lies inside the cited 30-digit band	an enclosure that meets the width bound and self-verifies but EXCLUDES the true constant at one of the swept precisions (a wrong low-order term)	precision 10 (order 4 terms) with the true value outside the interval	no	the digit oracle is applied at the single literal precision 130; over the box [10,50,100,200] only the width bound and the self-check (same code path) are asserted, so a value error at a low order that the higher order happens not to share is undetectable	derived	the width bound is enforced by the doubling loop by construction (it is a stopping condition, not an independent check)	structural-open
R061	axeyum-cas	crates/axeyum-cas/src/enclosure.rs	2470	ln_two_meets_its_width_bound_and_the_cited_digits	seed-list	4 precisions (+1 fixed digit check at 130)	precision in [10, 50, 100, 200]; cited 30 digits compared only at precision 130	enclosure width <= 2^-precision and verify() succeeds; at precision 130 the interval lies inside the cited 30-digit band	an enclosure that meets the width bound and self-verifies but EXCLUDES the true constant at one of the swept precisions (a wrong low-order term)	precision 10 (order 4 terms) with the true value outside the interval	no	the digit oracle is applied at the single literal precision 130; over the box [10,50,100,200] only the width bound and the self-check (same code path) are asserted, so a value error at a low order that the higher order happens not to share is undetectable	derived	the width bound is enforced by the doubling loop by construction (it is a stopping condition, not an independent check)	structural-open
R062	axeyum-cas	crates/axeyum-cas/src/enclosure.rs	2486	sqrt_two_meets_its_width_bound_and_the_cited_digits	seed-list	4 precisions (+1 fixed digit check at 130)	precision in [10, 50, 100, 200]; cited 30 digits compared only at precision 130	enclosure width <= 2^-precision and verify() succeeds; at precision 130 the interval lies inside the cited 30-digit band	an enclosure that meets the width bound and self-verifies but EXCLUDES the true constant at one of the swept precisions (a wrong low-order term)	precision 10 (order 4 terms) with the true value outside the interval	no	the digit oracle is applied at the single literal precision 130; over the box [10,50,100,200] only the width bound and the self-check (same code path) are asserted, so a value error at a low order that the higher order happens not to share is undetectable	derived	the width bound is enforced by the doubling loop by construction (it is a stopping condition, not an independent check)	structural-open
R063	axeyum-cas	crates/axeyum-cas/src/enclosure.rs	2637	the_pi_memo_returns_the_value_the_formula_computes	seed-list	3	order in [4, 16, 64]	memoised pi == a fresh Machin evaluation at the same order	an order served from the cache after a DIFFERENT order populated it	order 16 after 4	yes	three orders are requested in sequence, each twice	read		n/a
R064	axeyum-cas	crates/axeyum-cas/src/enclosure.rs	3258	sqrt_point_brackets_the_root_over_a_deterministic_corpus	sweep	40 x 5 x 3 = 600	numerator in 1..=40; denominator in [1,3,7,1024,1000003]; order in [4,8,32]	lo^2 <= p <= hi^2	a perfect square (the exact root must stay inside after outward rounding) and an argument below 1	p = 4/1, 1024/1024; p = 1/1000003	yes	4, 9, 16, 25, 36 with denominator 1 and 1/1024 are in the sweep	read	p below the grid step (2^-400) is a separate example; the corpus never exceeds 40	n/a
R065	axeyum-cas	crates/axeyum-cas/src/enclosure.rs	3301	sqrt_point_bounds_its_endpoint_denominators_by_the_grid	seed-list	3	order in [4,32,128] on p = 2	the upper endpoint is ON the dyadic grid of the order	an order whose grid is coarser than the Newton convergence (order 4)	order 4	yes	the test's own comment records the mutation measurement at order 32	read	single radicand 2	n/a
R066	axeyum-cas	crates/axeyum-cas/src/enclosure.rs	3332	ln_point_encloses_the_unanchored_series_route	sweep	12 x 3 x 3 = 108	numerator in 1..=12; denominator in [1,3,1024]; order in [4,16,64]; reference = ln_series_point at order 160	anchored ln contains the tighter series enclosure	ln(1) = 0 exactly, arguments below 1, and arguments needing several halvings	p = 3/3 = 1; 1/1024; 12	yes	1/1 and 3/3 give ln 1; 1/1024 and 12 bracket the reduction	read	no argument beyond 12; a huge argument (2^100) needing many halvings is outside the box, REDUCTION_CAP declines are untested here	n/a
R067	axeyum-cas	crates/axeyum-cas/src/enclosure.rs	3375	coarsen_to_bits_contains_its_input_and_lands_on_the_grid	sweep	5 x 3 = 15	(n,d) in [(1,3),(-1,3),(22,7),(-355,113),(1,1)]; high = low + 1/5; bits in [1,8,96]	coarsen_to_bits contains its input and both endpoints are multiples of 2^-bits	a negative interval and one straddling zero	-1/3 .. -1/3+1/5 (straddles); -355/113 (negative)	yes	both are in the list	read		n/a
R068	axeyum-cas	crates/axeyum-cas/src/enclosure_special.rs	1362	nth_root_brackets_the_root_from_both_sides	seed-list	4	(value, degree) in [(2,3),(5,2),(7,4),(1000,5)] at order 64	lo^q <= p <= hi^q	an exact perfect power (root rational; outward rounding must not exclude it) and an argument below 1	p=8 degree 3; p=1/8 degree 3	no	every listed value is >= 2 and none is a perfect q-th power	derived	sqrt_point's corpus covers perfect squares for degree 2 only via a different function	structural-open
R069	axeyum-cas	crates/axeyum-cas/src/enclosure_special.rs	1395	the_erf_monotone_index_is_where_the_terms_start_falling	seed-list	4 (+2 fixed)	magnitude in [1,2,5,8] (integers); k from index to index+4	the term ratio is <= 1 from the returned index on	a non-integer magnitude (the ratio's quadratic root falls between integers, so ceil/floor matters)	magnitude 3/2	no	the list is integers only	derived	erf_monotone_index takes a BigRational and is called with rational arguments in production	structural-open
R070	axeyum-cas	crates/axeyum-cas/src/enclosure_special.rs	1418	the_bessel_monotone_index_is_where_the_terms_start_falling	seed-list	3	(magnitude, order) in [(1,0),(4,0),(10,2)]	the Bessel term ratio is <= 1 from the returned index on	a non-integer magnitude and an order larger than the magnitude	(5/2, 0); (1, 7)	no	integers only, and order <= magnitude in every entry	derived		structural-open
R071	axeyum-cas	crates/axeyum-cas/src/enclosure_special.rs	1432	bernoulli_table_matches_the_i128_reference	sweep	31 (asserted >= 10 compared)	n in 0..=30, compared wherever combinatorics::bernoulli answers	the bignum Bernoulli table == the i128 reference	odd n > 1 (zero entries) and B_1 = -1/2 sign convention	n=1; n=3	yes	in the sweep	read	the reference declines past its i128 range, so the table's large-n entries are compared against nothing (the assertion only requires >= 10 comparisons)	n/a
R072	axeyum-cas	crates/axeyum-cas/src/gf2.rs	1996	binary_hankel_characteristics_match_independent_span_enumeration	sweep	sum 2^len for len in 1..=9 = 1022	length in 1..=9; every bit pattern	hankel rank/rho == independent span enumeration	the all-zero and all-one sequences and a full-rank sequence	mask 0; mask 2^len-1	yes	every pattern	read		n/a
R073	axeyum-cas	crates/axeyum-cas/src/gf2.rs	2092	certificates_agree_with_two_small_degree_oracles_through_degree_ten	sweep	sum 2^d for d in 1..=10 = 2046	degree in 1..=10; every monic polynomial	certify_irreducible agrees with gfp::is_irreducible and trial division; certificates check	a product of two irreducibles of EQUAL degree (only the top Frobenius gcd distinguishes it)	(x^5+x^2+1)(x^5+x^3+1) at degree 10	yes	every degree-10 polynomial is in the sweep incl. all such products	read		n/a
R074	axeyum-cas	crates/axeyum-cas/src/gf2.rs	2533	composition_shape_classification_matches_all_small_maps_and_sources	sweep	868 map cells + 5580 source cells (asserted)	substitution degree 1..=5 (all lower bits); source degree 1..=14 as x^d+1, and every tail of width d/2+1 for d <= 8	the arithmetic shape criterion equals the composition's is_half_degree_shaped and is invariant in the source tail	a source with a tail term ABOVE half degree	x^8 + x^7 + 1 (tail width is d/2+1 = 5, so x^5..x^7 never vary)	no	tail_width = source_degree/2 + 1 limits varied sources to terms of degree <= d/2; the invariance claim is asserted only over that half	derived		structural-open
R075	axeyum-cas	crates/axeyum-cas/src/gf2.rs	2623	no_degree_eight_source_has_a_two_step_octuple_composition_chain	sweep	32 candidate sources (only the irreducible ones searched)	x^8 + (tail over x^0..x^4) for tail_bits in 0..32	no irreducible degree-8 source has a two-step shaped composition chain (asserted == 0)	a degree-8 irreducible with a term of degree 5, 6 or 7	x^8 + x^5 + x^3 + x + 1	no	there are 30 monic irreducibles of degree 8 over GF(2); replicating the tail enumeration, only 2 of them lie in the box (every other has a term of degree 5..7), so the universal claim is checked on 2 of 30 sources	ran hits=2/30 seed=none	first_step_hits > 0 is asserted, so the two sources do produce chains of length one	structural-open
R076	axeyum-cas	crates/axeyum-cas/src/gf2_extension.rs	2370	frobenius_orbit_compression_matches_naive_enumeration	sweep	candidate_count (all degree-2 coefficient triples over GF(2^5))	encoded in 0..candidate_count over field 0b1011 degree 5	canonical Frobenius orbits partition the candidate population exactly	a fixed point of Frobenius (orbit of size 1) and a full orbit	coefficients in the prime field	yes	exhaustive	read		n/a
R077	axeyum-cas	crates/axeyum-cas/src/gf2_search.rs	185	stable_search_finds_and_dual_checks_small_degrees	sweep	24	degree in 1..=24	the sparse half-degree search finds an irreducible that both checkers accept and whose tail is <= degree/2	a degree where the sparse search must scan past its first candidates	degree 8 (x^8+x^4+x^3+x+1 is the first)	yes	in range	read		n/a
R078	axeyum-cas	crates/axeyum-cas/src/interval_arith.rs	447	evaluate_polynomial_enclosure_is_sound	sweep	5	p = x^2 - 2 fixed; x = [1,2] fixed; t = numer/4 for numer in 4..=8	sampled p(t) lies in the interval enclosure	an input interval straddling zero (even power: the enclosure floor is 0, the naive product rule gives a negative floor) or a negative interval	p = x^2 on x = [-1, 2] at t = -1	no	the interval is the literal [1,2]: positive, so no sign-handling branch of interval multiplication is exercised	derived	enclosure.rs big_interval test covers straddling for BigInterval, not this Rational Interval type	structural-open
R079	axeyum-cas	crates/axeyum-cas/src/lib.rs	23215	cancel_preserves_value_where_defined	seed-list	4	xn in [0, 3, -5, 7] on (x^2-4)/(x-2)	cancel preserves the value at every defined point	a point where the ORIGINAL is undefined but the cancelled form is not (x = 2) - outside the property's hypothesis; within it, a negative point	x=-5	yes	-5 in the list	read		n/a
R080	axeyum-cas	crates/axeyum-cas/src/lib.rs	24517	fixed_shift_binomial_convolution_family_is_checked	sweep	8	shift in 0..=7	each fixed-shift Vandermonde convolution certificate verifies; a wrong rhs is refused at shift 4	none distinguished: the box is the whole proved family and the certificate is self-checking; a wrong-statement certificate is a checker question, not a box question	-	not-applicable	the family 0..=7 is enumerated in full; the only negative control is the single wrong rhs at shift 4	n/a	the producer's own bound is what is being frozen	n/a
R081	axeyum-cas	crates/axeyum-cas/src/lib.rs	24598	raw_moment_product_pre_cancellation_reconstructs_each_stirling_term	sweep	sum (moment+1) for moment in 0..=12 = 91 (minus zero Stirling)	moment in 0..=12; order in 0..=moment	reduced term times the cancelled even factors == the original Stirling term	order 0 (empty falling factorial) and order == moment	moment=12 order=0	yes	in range	read		n/a
