fact_id	route	curation	language	subject	n_evidence	n_checkers	checker_fanout_min	checker_fanout_max	kernel_theorem	per_theorem_footprint	env_footprint	circularity	semantic_falsification	mutation_control	independent_replay	coverage_bearing_checker	protection_count	exact_statement	subject_guessed	coverage_by_guess_only	checkers_multi	checkers_name_producer
F:cpoint-ceva-concurrent-of-ratio-product	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.ceva_concurrent_of_ratio_product	yes	yes	yes
F:cpoint-ceva-ratio-product-of-concurrent	kernel-lean	generated-unreviewed	lean4	CPoint.ceva_ratio_product_of_concurrent	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-cevian-pair-meet	kernel-lean	generated-unreviewed	lean4	CPoint.cevian_pair_meet	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-circumcentre-difference-dots	kernel-lean	generated-unreviewed	lean4	CPoint.circumcentre_difference_dots	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-circumcentre-identity	kernel-lean	generated-unreviewed	lean4	CPoint.circumcentre_identity	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-circumcentre-on-perp-bisectors	kernel-lean	generated-unreviewed	lean4	CPoint.circumcentre_on_perp_bisectors	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-circumcentre-orthocentre-construction	kernel-lean	generated-unreviewed	lean4	CPoint.circumcentre_orthocentre_construction	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-circumcentre-third-distance	kernel-lean	generated-unreviewed	lean4	CPoint.circumcentre_third_distance	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-circumcentre-unique	kernel-lean	generated-unreviewed	lean4	CPoint.circumcentre_unique	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-collinear-of-area-zero	kernel-lean	generated-unreviewed	lean4	CPoint.collinear_of_area_zero	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-cross-annihilates-difference	kernel-lean	generated-unreviewed	lean4	CPoint.cross_annihilates_difference	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-cross-self-left	kernel-lean	generated-unreviewed	lean4	CPoint.cross_self_left	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-cross-self-right	kernel-lean	generated-unreviewed	lean4	CPoint.cross_self_right	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-cross-swap-bc	kernel-lean	generated-unreviewed	lean4	CPoint.cross_swap_bc	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-cross-translate	kernel-lean	generated-unreviewed	lean4	CPoint.cross_translate	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-distsq-comm	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.distSq_comm	yes	yes	yes
F:cpoint-distsq-congr	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.distSq_congr	yes	yes	yes
F:cpoint-distsq-double-sum-bound	kernel-lean	generated-unreviewed	lean4	CPoint.distSq_double_sum_bound	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-distsq-eq-zero-iff	kernel-lean	generated-unreviewed	lean4	CPoint.distSq_eq_zero_iff	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-distsq-eq-zero-of-equiv	kernel-lean	generated-unreviewed	lean4	CPoint.distSq_eq_zero_of_equiv	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-distsq-self-zero	kernel-lean	generated-unreviewed	lean4	CPoint.distSq_self_zero	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-distsq-triangle-sq-bound	kernel-lean	generated-unreviewed	lean4	CPoint.distSq_triangle_sq_bound	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-dot-add-left	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.dot_add_left	yes	yes	yes
F:cpoint-dot-add-right	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.dot_add_right	yes	yes	yes
F:cpoint-dot-comm	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.dot_comm	yes	yes	yes
F:cpoint-dot-congr	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.dot_congr	yes	yes	yes
F:cpoint-dot-neg-left	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.dot_neg_left	yes	yes	yes
F:cpoint-dot-self-add	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.dot_self_add	yes	yes	yes
F:cpoint-dot-self-add3	kernel-lean	generated-unreviewed	lean4	CPoint.dot_self_add3	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-dot-self-nonneg	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.dot_self_nonneg	yes	yes	yes
F:cpoint-dot-self-sub	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.dot_self_sub	yes	yes	yes
F:cpoint-dot-self-zero-iff	kernel-lean	generated-unreviewed	lean4	CPoint.dot_self_zero_iff	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-dot-self-zero-of-eq-zero	kernel-lean	generated-unreviewed	lean4	CPoint.dot_self_zero_of_eq_zero	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-dot-sub-left	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.dot_sub_left	yes	yes	yes
F:cpoint-dot-sub-right	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.dot_sub_right	yes	yes	yes
F:cpoint-eq-zero-of-distsq-eq-zero	kernel-lean	generated-unreviewed	lean4	CPoint.eq_zero_of_distSq_eq_zero	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-eq-zero-of-dot-self-zero	kernel-lean	generated-unreviewed	lean4	CPoint.eq_zero_of_dot_self_zero	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-euler-line	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.euler_line	yes	yes	yes
F:cpoint-euler-quadrilateral	kernel-lean	generated-unreviewed	lean4	CPoint.euler_quadrilateral	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-heron-sixteen-area-sq	kernel-lean	generated-unreviewed	lean4	CPoint.heron_sixteen_area_sq	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-lagrange-identity	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.lagrange_identity	yes	yes	yes
F:cpoint-lerp-dist-sq	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.lerp_dist_sq	yes	yes	yes
F:cpoint-lerp-half-is-midpoint	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.lerp_half_is_midpoint	yes	yes	yes
F:cpoint-lerp-one	kernel-lean	generated-unreviewed	lean4	CPoint.lerp_one	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-lerp-zero	kernel-lean	generated-unreviewed	lean4	CPoint.lerp_zero	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-medial-triangle-cross-quarter	kernel-lean	generated-unreviewed	lean4	CPoint.medial_triangle_cross_quarter	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-menelaus-collinear-of-ratio-product	kernel-lean	generated-unreviewed	lean4	CPoint.menelaus_collinear_of_ratio_product	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-midpoint-dist-sq-quarter	kernel-lean	generated-unreviewed	lean4	CPoint.midpoint_dist_sq_quarter	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-nine-point-centre-equidistant	kernel-lean	generated-unreviewed	lean4	CPoint.nine_point_centre_equidistant	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-nine-point-centre-on-euler-line	kernel-lean	generated-unreviewed	lean4	CPoint.nine_point_centre_on_euler_line	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-nine-point-radius-ab	kernel-lean	generated-unreviewed	lean4	CPoint.nine_point_radius_ab	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-nine-point-radius-bc	kernel-lean	generated-unreviewed	lean4	CPoint.nine_point_radius_bc	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-orthocentre-identity	kernel-lean	generated-unreviewed	lean4	CPoint.orthocentre_identity	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-orthocentre-third-altitude	kernel-lean	generated-unreviewed	lean4	CPoint.orthocentre_third_altitude	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-parallelogram-diagonals-bisect	kernel-lean	generated-unreviewed	lean4	CPoint.parallelogram_diagonals_bisect	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-parallelogram-law	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.parallelogram_law	yes	yes	yes
F:cpoint-parallelogram-opposite-sides-eq	kernel-lean	generated-unreviewed	lean4	CPoint.parallelogram_opposite_sides_eq	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-perp-bisector-iff-dot	kernel-lean	generated-unreviewed	lean4	CPoint.perp_bisector_iff_dot	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-perp-bisector-midpoint	kernel-lean	generated-unreviewed	lean4	CPoint.perp_bisector_midpoint	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-power-difference-linear	kernel-lean	generated-unreviewed	lean4	CPoint.power_difference_linear	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-power-of-centre	kernel-lean	generated-unreviewed	lean4	CPoint.power_of_centre	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-power-zero-iff-on-circle	kernel-lean	generated-unreviewed	lean4	CPoint.power_zero_iff_on_circle	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-pythagoras-distsq	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.pythagoras_distSq	yes	yes	yes
F:cpoint-pythagoras	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.pythagoras	yes	yes	yes
F:cpoint-radical-axis-iff-dot	kernel-lean	generated-unreviewed	lean4	CPoint.radical_axis_iff_dot	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-scalar-centroid-self	kernel-lean	generated-unreviewed	lean4	CPoint.Scalar.centroid_self	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-scalar-midpoint-comm	kernel-lean	generated-unreviewed	lean4	CPoint.Scalar.midpoint_comm	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-scalar-midpoint-diag-core	kernel-lean	generated-unreviewed	lean4	CPoint.Scalar.midpoint_diag_core	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-scalar-midpoint-self	kernel-lean	generated-unreviewed	lean4	CPoint.Scalar.midpoint_self	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-scalar-midpoint-vector-swap	kernel-lean	generated-unreviewed	lean4	CPoint.Scalar.midpoint_vector_swap	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-scalar-one-sub-inv2	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.Scalar.one_sub_inv2	yes	yes	yes
F:cpoint-scalar-sum-of-midpoints-perm	kernel-lean	generated-unreviewed	lean4	CPoint.Scalar.sum_of_midpoints_perm	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-scalar-sum-perm	kernel-lean	generated-unreviewed	lean4	CPoint.Scalar.sum_perm	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-scalar-threeposbound	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.Scalar.threePosBound	yes	yes	yes
F:cpoint-scalar-twoposbound	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CPoint.Scalar.twoPosBound	yes	yes	yes
F:cpoint-stewart-median	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.stewart_median	yes	yes	yes
F:cpoint-stewart	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.stewart	yes	yes	yes
F:cpoint-thales-converse	kernel-lean	generated-unreviewed	lean4	CPoint.thales_converse	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-thales	kernel-lean	-	lean4	-	2	2	1	1	no	yes	no	yes	no	no	no	no	2	yes	CPoint.thales	yes	yes	yes
F:cpoint-two-circles-meet-on-radical-axis	kernel-lean	generated-unreviewed	lean4	CPoint.two_circles_meet_on_radical_axis	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-varignon-diagonals-bisect	kernel-lean	generated-unreviewed	lean4	CPoint.varignon_diagonals_bisect	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cpoint-varignon-vector-parallel	kernel-lean	generated-unreviewed	lean4	CPoint.varignon_vector_parallel	2	2	1	76	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:cramer-rule-forward-direction-over-constructed-rationals	kernel-lean	-	lean4	-	2	2	1	3	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:creal-abs-add-le	kernel-lean	generated-unreviewed	lean4	CReal.abs_add_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-abs-congr	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.abs_congr	yes	yes	yes
F:creal-abs-diff-le-of-deriv-bound	kernel-lean	generated-unreviewed	lean4	CReal.abs_diff_le_of_deriv_bound	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-abs-diff-le-of-small-image	kernel-lean	generated-unreviewed	lean4	CReal.abs_diff_le_of_small_image	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-abs-diff-sub-le-of-deriv-bound	kernel-lean	generated-unreviewed	lean4	CReal.abs_diff_sub_le_of_deriv_bound	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-abs-le-of-two-sided	kernel-lean	generated-unreviewed	lean4	CReal.abs_le_of_two_sided	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-abs-le	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.abs_le	yes	yes	yes
F:creal-abs-mul-le-of-bounds	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.abs_mul_le_of_bounds	yes	yes	yes
F:creal-abs-nonneg	kernel-lean	generated-unreviewed	lean4	CReal.abs_nonneg	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-abs-sumrange-le	kernel-lean	generated-unreviewed	lean4	CReal.abs_sumRange_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-add-assoc	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.add_assoc	yes	yes	yes
F:creal-add-comm	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.add_comm	yes	yes	no
F:creal-add-congr	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.add_congr	yes	yes	yes
F:creal-add-le-add	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.add_le_add	yes	yes	yes
F:creal-add-lt-add-of-le-of-lt	kernel-lean	generated-unreviewed	lean4	CReal.add_lt_add_of_le_of_lt	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-add-neg	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.add_neg	yes	yes	yes
F:creal-add-right-cancel	kernel-lean	-	lean4	-	2	2	1	76	no	no	yes	no	no	no	no	no	1	yes	CReal.add_right_cancel	yes	yes	yes
F:creal-add-zero	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.add_zero	yes	yes	yes
F:creal-alternatingbracket	kernel-lean	-	lean4	CReal.alternatingBracket	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-alternatingbracketupper	kernel-lean	-	lean4	CReal.alternatingBracketUpper	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-alternatingeleo	kernel-lean	-	lean4	CReal.alternatingELeO	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-alternatinglowerbound	kernel-lean	-	lean4	CReal.alternatingLowerBound	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-alternatingupperbound	kernel-lean	-	lean4	CReal.alternatingUpperBound	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-antiderivative-abs-le	kernel-lean	generated-unreviewed	lean4	CReal.antiderivative_abs_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-antitone-of-nonpos-deriv	kernel-lean	generated-unreviewed	lean4	CReal.antitone_of_nonpos_deriv	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-apart-congr	kernel-lean	generated-unreviewed	lean4	CReal.apart_congr	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-apart-cotrans	kernel-lean	generated-unreviewed	lean4	CReal.apart_cotrans	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-apart-irrefl	kernel-lean	generated-unreviewed	lean4	CReal.apart_irrefl	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-apart-symm	kernel-lean	generated-unreviewed	lean4	CReal.apart_symm	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-apart-zero-one	kernel-lean	generated-unreviewed	lean4	CReal.apart_zero_one	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-archimedean	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.archimedean	yes	yes	no
F:creal-bound-within	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.bound_within	yes	yes	yes
F:creal-bounded-of-uniformly-continuous	kernel-lean	generated-unreviewed	lean4	CReal.bounded_of_uniformly_continuous	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-bounded-on-add	kernel-lean	generated-unreviewed	lean4	CReal.bounded_on_add	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-bounded-on-id-unit	kernel-lean	generated-unreviewed	lean4	CReal.bounded_on_id_unit	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-bounded-on-mul	kernel-lean	generated-unreviewed	lean4	CReal.bounded_on_mul	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-bounded-on-unfold	kernel-lean	generated-unreviewed	lean4	CReal.bounded_on_unfold	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-bucketclamplower	kernel-lean	generated-unreviewed	lean4	CReal.bucketClampLower	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-bucketclampupper	kernel-lean	generated-unreviewed	lean4	CReal.bucketClampUpper	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-bucketclose	kernel-lean	generated-unreviewed	lean4	CReal.bucketClose	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-bucketindexbound	kernel-lean	generated-unreviewed	lean4	CReal.bucketIndexBound	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-bucketindexfloorlower	kernel-lean	generated-unreviewed	lean4	CReal.bucketIndexFloorLower	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-bucketindexfloorupper	kernel-lean	generated-unreviewed	lean4	CReal.bucketIndexFloorUpper	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-cauchy-of-abs-diff-le	kernel-lean	generated-unreviewed	lean4	CReal.cauchy_of_abs_diff_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-cauchyofpointwiseequiv	kernel-lean	-	lean4	CReal.cauchyOfPointwiseEquiv	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-clamp-id	kernel-lean	generated-unreviewed	lean4	CReal.clamp_id	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-clamp-mono	kernel-lean	generated-unreviewed	lean4	CReal.clamp_mono	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-close-within-of-within-indexed	kernel-lean	-	lean4	CReal.close_within_of_within_indexed	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-close-within-of-within	kernel-lean	-	lean4	CReal.close_within_of_within	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-congrofuniformlycontinuous	kernel-lean	-	lean4	CReal.congrOfUniformlyContinuous	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-constant-of-zero-deriv	kernel-lean	generated-unreviewed	lean4	CReal.constant_of_zero_deriv	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-continuous-add	kernel-lean	generated-unreviewed	lean4	CReal.continuous_add	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-continuous-comp	kernel-lean	generated-unreviewed	lean4	CReal.continuous_comp	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-continuous-const	kernel-lean	generated-unreviewed	lean4	CReal.continuous_const	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-continuous-id	kernel-lean	generated-unreviewed	lean4	CReal.continuous_id	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-continuous-mul	kernel-lean	generated-unreviewed	lean4	CReal.continuous_mul	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-add	kernel-lean	generated-unreviewed	lean4	CReal.converges_add	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-bounded	kernel-lean	generated-unreviewed	lean4	CReal.converges_bounded	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-cauchy	kernel-lean	generated-unreviewed	lean4	CReal.converges_cauchy	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-comp-eventually	kernel-lean	generated-unreviewed	lean4	CReal.converges_comp_eventually	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-le	kernel-lean	generated-unreviewed	lean4	CReal.converges_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-lower-bound-shift	kernel-lean	generated-unreviewed	lean4	CReal.converges_lower_bound_shift	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-lower-bound	kernel-lean	generated-unreviewed	lean4	CReal.converges_lower_bound	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-mul	kernel-lean	generated-unreviewed	lean4	CReal.converges_mul	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-neg	kernel-lean	generated-unreviewed	lean4	CReal.converges_neg	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-of-cauchy	kernel-lean	generated-unreviewed	lean4	CReal.converges_of_cauchy	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-of-close	kernel-lean	generated-unreviewed	lean4	CReal.converges_of_close	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-of-const	kernel-lean	generated-unreviewed	lean4	CReal.converges_of_const	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-of-equiv	kernel-lean	generated-unreviewed	lean4	CReal.converges_of_equiv	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-converges-of-scaled-cauchy	kernel-lean	generated-unreviewed	lean4	CReal.converges_of_scaled_cauchy	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
